parentZ,parentN,A,parent state,daughterZ,daughterN,daughter2Jpi,Energy(MeV),Ex.(MeV),logf0t(Qexp), logf0t(Qtho)
12,22,34,Mg34(j0p),13,21,4-,-160.435,1.147,7.77,7.54
12,22,34,Mg34(j0p),13,21,4-,-159.510,2.072,8.38,8.13
12,22,34,Mg34(j0p),13,21,2-,-158.534,3.048,8.45,8.13
12,22,34,Mg34(j0p),13,21,4-,-157.687,3.895,7.92,7.62
12,22,34,Mg34(j0p),13,21,4-,-157.202,4.380,7.34,7.03
12,22,34,Mg34(j0p),13,21,0-,-156.675,4.907,6.81,6.87
12,22,34,Mg34(j0p),13,21,2-,-156.572,5.010,7.56,7.27
12,22,34,Mg34(j0p),13,21,2-,-156.512,5.070,8.45,8.20
12,22,34,Mg34(j0p),13,21,4-,-156.046,5.536,9.84,9.48
12,22,34,Mg34(j0p),13,21,4-,-155.825,5.757,8.82,8.45
12,22,34,Mg34(j0p),13,21,2-,-155.752,5.830,8.29,8.12
12,22,34,Mg34(j0p),13,21,0-,-155.365,6.217,6.77,6.83
12,22,34,Mg34(j0p),13,21,2-,-155.201,6.381,8.37,8.18
12,22,34,Mg34(j0p),13,21,4-,-154.981,6.601,8.93,8.51
12,22,34,Mg34(j0p),13,21,2-,-154.973,6.609,7.62,7.20
12,22,34,Mg34(j0p),13,21,0-,-154.503,7.079,6.06,6.12
12,22,34,Mg34(j0p),13,21,4-,-154.448,7.134,8.76,8.30
12,22,34,Mg34(j0p),13,21,2-,-154.402,7.180,9.47,9.21
12,22,34,Mg34(j0p),13,21,0-,-154.131,7.451,7.33,7.39
12,22,34,Mg34(j0p),13,21,4-,-154.041,7.541,10.66,10.16
12,22,34,Mg34(j0p),13,21,2-,-153.809,7.773,8.41,8.18
12,22,34,Mg34(j0p),13,21,4-,-153.776,7.806,9.57,9.05
12,22,34,Mg34(j0p),13,21,2-,-153.484,8.098,8.50,8.26
12,22,34,Mg34(j0p),13,21,4-,-153.482,8.100,9.95,9.40
12,22,34,Mg34(j0p),13,21,4-,-153.331,8.251,15.37,14.80
12,22,34,Mg34(j0p),13,21,2-,-153.305,8.277,9.89,9.31
12,22,34,Mg34(j0p),13,21,4-,-152.999,8.583,11.19,10.57
12,22,34,Mg34(j0p),13,21,2-,-152.742,8.840,8.31,8.13
12,22,34,Mg34(j0p),13,21,4-,-152.717,8.865,9.63,8.97
12,22,34,Mg34(j0p),13,21,2-,-152.712,8.870,10.29,10.12
12,22,34,Mg34(j0p),13,21,0-,-152.570,9.012,7.56,7.61
12,22,34,Mg34(j0p),13,21,2-,-152.502,9.080,9.30,9.15
12,22,34,Mg34(j0p),13,21,2-,-152.193,9.389,9.83,9.56
12,22,34,Mg34(j0p),13,21,0-,-152.066,9.516,10.85,10.89
12,22,34,Mg34(j0p),13,21,2-,-151.549,10.033,9.66,9.29
12,22,34,Mg34(j0p),13,21,0-,-150.356,11.226,8.66,8.72
12,22,34,Mg34(j0p),13,21,0-,-149.991,11.591,-,10.03
12,22,34,Mg34(j0p),13,21,0-,-149.242,12.340,-,11.76
12,22,34,Mg34(j0p),13,21,0-,-148.729,12.853,-,8.29
12,22,34,Mg34(j0p),13,21,0-,-148.419,13.163,-,7.80
12,22,34,Mg34(j0p),13,21,0-,-148.033,13.549,-,8.50
12,22,34,Mg34(j0p),13,21,0-,-147.539,14.043,-,9.17
12,22,34,Mg34(j0p),13,21,0-,-147.040,14.542,-,-
12,22,34,Mg34(j0p),13,21,0-,-146.831,14.751,-,-
12,23,35,Mg35(j3n),13,22,5+,-166.653,0.000,7.70,7.63
12,23,35,Mg35(j3n),13,22,7+,-165.325,1.328,8.14,8.05
12,23,35,Mg35(j3n),13,22,3+,-164.764,1.889,7.43,7.38
12,23,35,Mg35(j3n),13,22,1+,-164.708,1.945,8.33,8.25
12,23,35,Mg35(j3n),13,22,5+,-164.476,2.177,7.67,7.57
12,23,35,Mg35(j3n),13,22,5+,-163.505,3.148,9.21,9.11
12,23,35,Mg35(j3n),13,22,7+,-163.497,3.156,8.21,8.12
12,23,35,Mg35(j3n),13,22,3+,-163.374,3.279,7.81,7.78
12,23,35,Mg35(j3n),13,22,1+,-163.248,3.405,7.23,7.14
12,23,35,Mg35(j3n),13,22,7+,-163.169,3.484,9.60,9.51
12,23,35,Mg35(j3n),13,22,3+,-163.118,3.535,7.34,7.26
12,23,35,Mg35(j3n),13,22,5+,-162.579,4.074,7.20,7.10
12,23,35,Mg35(j3n),13,22,5+,-162.427,4.226,7.16,7.06
12,23,35,Mg35(j3n),13,22,1+,-162.273,4.380,9.33,9.23
12,23,35,Mg35(j3n),13,22,3+,-162.271,4.382,7.76,7.72
12,23,35,Mg35(j3n),13,22,7+,-162.148,4.505,8.80,8.70
12,23,35,Mg35(j3n),13,22,7+,-161.806,4.847,8.52,8.42
12,23,35,Mg35(j3n),13,22,3+,-161.783,4.870,7.22,7.24
12,23,35,Mg35(j3n),13,22,5+,-161.584,5.069,8.39,8.30
12,23,35,Mg35(j3n),13,22,7+,-161.579,5.074,8.58,8.47
12,23,35,Mg35(j3n),13,22,5+,-161.526,5.127,8.70,8.59
12,23,35,Mg35(j3n),13,22,3+,-161.304,5.349,6.40,6.43
12,23,35,Mg35(j3n),13,22,7+,-161.283,5.370,9.23,9.12
12,23,35,Mg35(j3n),13,22,3+,-161.105,5.548,6.81,6.80
12,23,35,Mg35(j3n),13,22,1+,-161.002,5.651,7.84,7.74
12,23,35,Mg35(j3n),13,22,7+,-160.903,5.750,9.64,9.52
12,23,35,Mg35(j3n),13,22,5+,-160.883,5.770,7.74,7.63
12,23,35,Mg35(j3n),13,22,7+,-160.744,5.909,8.64,8.53
12,23,35,Mg35(j3n),13,22,5+,-160.736,5.917,7.65,7.54
12,23,35,Mg35(j3n),13,22,3+,-160.643,6.010,8.06,8.09
12,23,35,Mg35(j3n),13,22,1+,-160.631,6.022,8.30,8.18
12,23,35,Mg35(j3n),13,22,5+,-160.607,6.046,9.01,8.89
12,23,35,Mg35(j3n),13,22,7+,-160.490,6.163,10.31,10.19
12,23,35,Mg35(j3n),13,22,3+,-160.456,6.197,7.99,7.95
12,23,35,Mg35(j3n),13,22,5+,-160.396,6.257,8.25,8.12
12,23,35,Mg35(j3n),13,22,5+,-160.390,6.263,8.01,7.89
12,23,35,Mg35(j3n),13,22,1+,-160.386,6.267,6.66,6.69
12,23,35,Mg35(j3n),13,22,7+,-160.375,6.278,10.17,10.04
12,23,35,Mg35(j3n),13,22,5+,-160.205,6.448,8.69,8.57
12,23,35,Mg35(j3n),13,22,7+,-160.183,6.470,9.58,9.46
12,23,35,Mg35(j3n),13,22,5+,-160.138,6.515,8.15,8.03
12,23,35,Mg35(j3n),13,22,7+,-160.026,6.627,7.80,7.67
12,23,35,Mg35(j3n),13,22,7+,-159.932,6.721,9.54,9.41
12,23,35,Mg35(j3n),13,22,3+,-159.928,6.725,7.97,8.00
12,23,35,Mg35(j3n),13,22,1+,-159.915,6.738,8.66,8.56
12,23,35,Mg35(j3n),13,22,5+,-159.871,6.782,8.18,8.06
12,23,35,Mg35(j3n),13,22,3+,-159.560,7.093,7.88,7.90
12,23,35,Mg35(j3n),13,22,7+,-159.534,7.119,9.26,9.13
12,23,35,Mg35(j3n),13,22,3+,-159.450,7.203,7.06,7.08
12,23,35,Mg35(j3n),13,22,1+,-159.181,7.472,8.66,8.58
12,23,35,Mg35(j3n),13,22,3+,-159.107,7.546,8.02,8.05
12,23,35,Mg35(j3n),13,22,1+,-159.053,7.600,8.41,8.30
12,23,35,Mg35(j3n),13,22,1+,-158.947,7.706,9.04,8.89
12,23,35,Mg35(j3n),13,22,1+,-158.690,7.963,10.20,10.05
12,23,35,Mg35(j3n),13,22,1+,-158.356,8.297,8.62,8.51
12,23,35,Mg35(j3n),13,22,1+,-157.845,8.808,9.87,9.74
12,23,35,Mg35(j3n),13,22,1+,-157.627,9.026,9.75,9.61
12,23,35,Mg35(j3n),13,22,1+,-157.474,9.179,9.53,9.36
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-166.653,0.000,7.33,7.23
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-165.325,1.328,8.49,8.37
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-165.083,1.570,8.44,8.34
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-164.764,1.889,7.64,7.53
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-164.708,1.945,9.09,8.98
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-164.476,2.177,7.53,7.54
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-163.562,3.091,8.48,8.37
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-163.505,3.148,8.88,8.85
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-163.497,3.156,7.63,7.51
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-163.374,3.279,8.14,8.05
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-163.248,3.405,7.34,7.23
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-163.169,3.484,8.40,8.32
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-163.118,3.535,7.54,7.42
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-162.813,3.840,8.84,8.73
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-162.579,4.074,7.05,7.04
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-162.427,4.226,7.12,7.10
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-162.398,4.255,9.35,9.23
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-162.273,4.380,9.07,8.95
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-162.271,4.382,8.00,7.89
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-162.148,4.505,8.32,8.20
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-161.816,4.837,8.19,8.07
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-161.806,4.847,8.11,7.99
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-161.783,4.870,8.29,8.17
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-161.584,5.069,7.80,7.80
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-161.579,5.074,8.68,8.55
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-161.526,5.127,8.77,8.67
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-161.461,5.192,7.42,7.29
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-161.354,5.299,8.98,8.85
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-161.304,5.349,7.64,7.50
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-161.283,5.370,8.57,8.45
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-161.105,5.548,7.38,7.26
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-161.002,5.651,7.95,7.81
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.903,5.750,8.54,8.42
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-160.902,5.751,8.57,8.44
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.883,5.770,6.50,6.54
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.744,5.909,8.33,8.19
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.736,5.917,7.66,7.56
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-160.643,6.010,8.72,8.58
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-160.631,6.022,8.60,8.46
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.607,6.046,8.00,8.03
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-160.500,6.153,9.05,8.91
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.490,6.163,8.52,8.37
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-160.487,6.166,8.93,8.78
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-160.456,6.197,8.48,8.37
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.396,6.257,7.62,7.57
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.390,6.263,7.23,7.26
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-160.386,6.267,7.90,7.78
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.375,6.278,8.03,7.88
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-160.333,6.320,9.13,8.98
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.205,6.448,7.64,7.68
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.183,6.470,8.61,8.46
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-160.138,6.515,7.24,7.27
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-160.077,6.576,9.16,9.01
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-160.026,6.627,7.80,7.66
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-159.932,6.721,8.91,8.75
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-159.928,6.725,9.45,9.29
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-159.915,6.738,8.40,8.25
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,5+,-159.871,6.782,8.19,8.06
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-159.731,6.922,8.99,8.84
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-159.566,7.087,9.29,9.13
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-159.560,7.093,8.81,8.69
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,7+,-159.534,7.119,9.11,8.97
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,9+,-159.521,7.132,8.54,8.38
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-159.450,7.203,9.12,8.96
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-159.181,7.472,9.08,8.92
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,3+,-159.107,7.546,9.68,9.56
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-159.053,7.600,8.29,8.13
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-158.947,7.706,9.69,9.52
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-158.690,7.963,9.82,9.65
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-158.356,8.297,8.68,8.50
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-157.845,8.808,9.47,9.28
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-157.627,9.026,9.83,9.64
12,23,35,Mg35(j5nEx.=0.33 MeV),13,22,1+,-157.474,9.179,10.31,10.11
12,24,36,Mg36(j0p),13,23,4-,-169.426,0.198,7.36,7.28
12,24,36,Mg36(j0p),13,23,2-,-169.281,0.343,7.51,7.42
12,24,36,Mg36(j0p),13,23,0-,-168.519,1.105,7.45,7.49
12,24,36,Mg36(j0p),13,23,4-,-168.311,1.313,8.02,7.93
12,24,36,Mg36(j0p),13,23,4-,-167.728,1.896,7.57,7.47
12,24,36,Mg36(j0p),13,23,2-,-167.264,2.360,7.02,6.96
12,24,36,Mg36(j0p),13,23,4-,-167.113,2.511,6.36,6.26
12,24,36,Mg36(j0p),13,23,2-,-166.956,2.668,7.43,7.32
12,24,36,Mg36(j0p),13,23,4-,-166.939,2.685,8.37,8.28
12,24,36,Mg36(j0p),13,23,4-,-166.714,2.910,8.73,8.63
12,24,36,Mg36(j0p),13,23,2-,-166.610,3.014,7.75,7.65
12,24,36,Mg36(j0p),13,23,4-,-166.497,3.127,9.39,9.28
12,24,36,Mg36(j0p),13,23,0-,-166.447,3.177,7.00,7.04
12,24,36,Mg36(j0p),13,23,2-,-166.295,3.329,8.12,7.99
12,24,36,Mg36(j0p),13,23,4-,-166.163,3.461,10.58,10.47
12,24,36,Mg36(j0p),13,23,4-,-166.057,3.567,7.62,7.51
12,24,36,Mg36(j0p),13,23,2-,-166.051,3.573,8.27,8.20
12,24,36,Mg36(j0p),13,23,4-,-165.775,3.849,9.12,9.01
12,24,36,Mg36(j0p),13,23,4-,-165.715,3.909,11.24,11.13
12,24,36,Mg36(j0p),13,23,2-,-165.457,4.167,7.98,7.88
12,24,36,Mg36(j0p),13,23,0-,-165.406,4.218,9.02,9.05
12,24,36,Mg36(j0p),13,23,4-,-165.304,4.320,9.47,9.35
12,24,36,Mg36(j0p),13,23,2-,-165.197,4.427,9.23,9.20
12,24,36,Mg36(j0p),13,23,2-,-165.175,4.449,7.93,7.86
12,24,36,Mg36(j0p),13,23,0-,-165.054,4.570,6.04,6.07
12,24,36,Mg36(j0p),13,23,4-,-165.010,4.614,7.56,7.45
12,24,36,Mg36(j0p),13,23,2-,-164.915,4.709,7.54,7.42
12,24,36,Mg36(j0p),13,23,4-,-164.902,4.722,7.90,7.78
12,24,36,Mg36(j0p),13,23,2-,-164.874,4.750,8.14,8.04
12,24,36,Mg36(j0p),13,23,4-,-164.731,4.893,8.62,8.50
12,24,36,Mg36(j0p),13,23,2-,-164.571,5.053,8.07,7.98
12,24,36,Mg36(j0p),13,23,0-,-164.471,5.153,6.71,6.74
12,24,36,Mg36(j0p),13,23,2-,-164.450,5.174,8.23,8.15
12,24,36,Mg36(j0p),13,23,2-,-164.087,5.537,8.98,8.85
12,24,36,Mg36(j0p),13,23,0-,-163.980,5.644,7.58,7.61
12,24,36,Mg36(j0p),13,23,2-,-163.962,5.662,8.14,8.05
12,24,36,Mg36(j0p),13,23,0-,-163.653,5.971,7.67,7.70
12,24,36,Mg36(j0p),13,23,0-,-163.178,6.446,7.51,7.54
12,24,36,Mg36(j0p),13,23,0-,-163.058,6.566,7.73,7.76
12,24,36,Mg36(j0p),13,23,0-,-162.729,6.895,9.82,9.85
12,24,36,Mg36(j0p),13,23,0-,-162.555,7.069,6.96,6.99
12,24,36,Mg36(j0p),13,23,0-,-162.411,7.213,8.29,8.32
12,24,36,Mg36(j0p),13,23,0-,-162.075,7.549,6.71,6.74
12,24,36,Mg36(j0p),13,23,0-,-162.025,7.599,6.54,6.57
12,24,36,Mg36(j0p),13,23,0-,-161.791,7.833,6.58,6.61
12,25,37,Mg37(j1n),13,24,5+,-174.204,0.000,7.97,7.91
12,25,37,Mg37(j1n),13,24,1+,-172.556,1.648,5.80,5.81
12,25,37,Mg37(j1n),13,24,3+,-172.444,1.760,6.04,5.97
12,25,37,Mg37(j1n),13,24,5+,-171.849,2.355,8.10,8.02
12,25,37,Mg37(j1n),13,24,5+,-171.645,2.559,7.89,7.81
12,25,37,Mg37(j1n),13,24,3+,-171.622,2.582,8.28,8.22
12,25,37,Mg37(j1n),13,24,1+,-171.595,2.609,6.86,6.85
12,25,37,Mg37(j1n),13,24,3+,-171.393,2.811,7.30,7.23
12,25,37,Mg37(j1n),13,24,1+,-171.372,2.832,7.38,7.33
12,25,37,Mg37(j1n),13,24,3+,-171.219,2.985,7.28,7.20
12,25,37,Mg37(j1n),13,24,5+,-171.183,3.021,7.58,7.50
12,25,37,Mg37(j1n),13,24,5+,-171.051,3.153,7.67,7.59
12,25,37,Mg37(j1n),13,24,5+,-170.652,3.552,8.15,8.07
12,25,37,Mg37(j1n),13,24,3+,-170.590,3.614,7.90,7.82
12,25,37,Mg37(j1n),13,24,5+,-170.573,3.631,10.69,10.61
12,25,37,Mg37(j1n),13,24,1+,-170.522,3.682,7.08,7.09
12,25,37,Mg37(j1n),13,24,3+,-170.501,3.703,7.96,7.90
12,25,37,Mg37(j1n),13,24,5+,-170.171,4.033,7.57,7.49
12,25,37,Mg37(j1n),13,24,3+,-170.158,4.046,7.57,7.49
12,25,37,Mg37(j1n),13,24,5+,-169.944,4.260,8.41,8.32
12,25,37,Mg37(j1n),13,24,1+,-169.822,4.382,7.42,7.41
12,25,37,Mg37(j1n),13,24,5+,-169.762,4.442,8.62,8.54
12,25,37,Mg37(j1n),13,24,5+,-169.633,4.571,7.36,7.28
12,25,37,Mg37(j1n),13,24,3+,-169.626,4.578,6.82,6.74
12,25,37,Mg37(j1n),13,24,3+,-169.485,4.719,7.94,7.86
12,25,37,Mg37(j1n),13,24,5+,-169.480,4.724,10.63,10.54
12,25,37,Mg37(j1n),13,24,3+,-169.423,4.781,7.56,7.48
12,25,37,Mg37(j1n),13,24,5+,-169.266,4.938,7.24,7.15
12,25,37,Mg37(j1n),13,24,1+,-169.214,4.990,7.20,7.21
12,25,37,Mg37(j1n),13,24,5+,-169.192,5.012,8.82,8.73
12,25,37,Mg37(j1n),13,24,1+,-169.170,5.034,7.19,7.20
12,25,37,Mg37(j1n),13,24,3+,-169.150,5.054,9.33,9.26
12,25,37,Mg37(j1n),13,24,3+,-169.097,5.107,7.49,7.41
12,25,37,Mg37(j1n),13,24,5+,-169.073,5.131,8.65,8.57
12,25,37,Mg37(j1n),13,24,1+,-169.043,5.161,8.62,8.61
12,25,37,Mg37(j1n),13,24,3+,-168.936,5.268,7.52,7.43
12,25,37,Mg37(j1n),13,24,1+,-168.806,5.398,7.31,7.24
12,25,37,Mg37(j1n),13,24,3+,-168.796,5.408,8.24,8.15
12,25,37,Mg37(j1n),13,24,3+,-168.779,5.425,7.73,7.63
12,25,37,Mg37(j1n),13,24,1+,-168.513,5.691,7.28,7.22
12,25,37,Mg37(j1n),13,24,1+,-168.428,5.776,8.68,8.59
12,25,37,Mg37(j1n),13,24,1+,-168.233,5.971,7.42,7.44
12,25,37,Mg37(j1n),13,24,1+,-168.088,6.116,7.29,7.30
12,25,37,Mg37(j1n),13,24,1+,-168.040,6.164,8.45,8.38
12,25,37,Mg37(j1n),13,24,1+,-167.871,6.333,7.07,7.07
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-174.204,0.000,5.91,5.85
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-173.418,0.786,6.46,6.39
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-172.757,1.447,7.57,7.50
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-172.556,1.648,7.12,7.05
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-172.444,1.760,7.01,6.94
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-171.849,2.355,7.06,6.98
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-171.655,2.549,11.70,11.62
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-171.652,2.552,7.50,7.43
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-171.645,2.559,7.13,7.08
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-171.622,2.582,7.64,7.56
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-171.595,2.609,7.50,7.43
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-171.393,2.811,8.05,7.97
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-171.372,2.832,9.32,9.25
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-171.219,2.985,8.13,8.05
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-171.200,3.004,8.36,8.29
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-171.183,3.021,7.75,7.68
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-171.051,3.153,7.96,7.90
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-171.034,3.170,8.76,8.68
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-170.825,3.379,8.42,8.34
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-170.773,3.431,8.33,8.26
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-170.665,3.539,8.67,8.59
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-170.652,3.552,7.63,7.61
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-170.590,3.614,8.93,8.85
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-170.588,3.616,8.25,8.17
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-170.573,3.631,8.41,8.34
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-170.522,3.682,9.94,9.86
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-170.501,3.703,8.47,8.39
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-170.487,3.717,8.79,8.70
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-170.315,3.889,9.42,9.34
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-170.194,4.010,8.37,8.29
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-170.171,4.033,7.62,7.57
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-170.158,4.046,8.13,8.04
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-170.145,4.059,8.92,8.84
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-170.082,4.122,9.09,9.01
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-170.041,4.163,8.29,8.21
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.944,4.260,8.16,8.12
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-169.872,4.332,9.77,9.69
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-169.822,4.382,9.29,9.20
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-169.794,4.410,7.77,7.69
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.762,4.442,7.90,7.91
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-169.642,4.562,8.85,8.76
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.633,4.571,9.18,9.18
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-169.626,4.578,8.02,7.92
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-169.610,4.594,7.70,7.63
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-169.514,4.690,8.88,8.80
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-169.485,4.719,9.21,9.14
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.480,4.724,8.70,8.63
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-169.440,4.764,9.45,9.36
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,3+,-169.423,4.781,8.48,8.39
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-169.330,4.874,7.47,7.39
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,9+,-169.286,4.918,8.81,8.72
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.266,4.938,7.92,7.95
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-169.214,4.990,9.41,9.32
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,7+,-169.203,5.001,7.77,7.68
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,5+,-169.192,5.012,8.13,8.12
12,25,37,Mg37(j5nEx.=0.04 MeV),13,24,1+,-169.170,5.034,10.00,9.91
