parentZ,parentN,A,parent state,daughterZ,daughterN,daughter2Jpi,Energy(MeV),Ex.(MeV),logf0t(Qexp), logf0t(Qtho)
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-212.182,3.778,-,7.50
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-212.038,3.922,-,5.87
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-212.013,3.947,-,7.50
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-211.871,4.089,-,7.30
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,12+,-211.825,4.135,-,8.77
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-211.797,4.163,-,10.51
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-211.784,4.176,-,7.76
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-211.648,4.312,-,7.47
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-211.592,4.368,-,7.35
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-211.579,4.381,-,5.71
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-211.455,4.505,-,8.19
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,12+,-211.436,4.524,-,8.55
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-211.413,4.547,-,7.80
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-211.409,4.551,-,8.80
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-211.390,4.570,-,5.49
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-211.384,4.576,-,7.77
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-211.275,4.685,-,7.27
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-211.139,4.821,-,6.87
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-211.074,4.886,-,7.90
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-211.057,4.903,-,7.13
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-210.992,4.968,-,6.06
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-210.921,5.039,-,8.54
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-210.914,5.046,-,6.82
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-210.913,5.047,-,9.59
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-210.865,5.095,-,9.68
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-210.780,5.180,-,8.13
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,6+,-210.765,5.195,-,8.41
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,12+,-210.750,5.210,-,8.98
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,8+,-210.710,5.250,-,7.59
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-210.686,5.274,-,12.75
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,12+,-210.512,5.448,-,7.37
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-210.483,5.477,-,8.55
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,4+,-210.437,5.523,-,8.83
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-210.331,5.629,-,6.57
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-210.226,5.734,-,6.39
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,12+,-210.015,5.945,-,7.85
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-210.007,5.953,-,7.77
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-209.841,6.119,-,8.09
13,31,44,Al44(j8nEx.=0.08 MeV),14,30,10+,-209.737,6.223,-,7.04
13,32,45,Al45(j5p),14,31,1-,-215.368,0.000,NaN,7.12
13,32,45,Al45(j5p),14,31,3-,-215.252,0.116,-,5.63
13,32,45,Al45(j5p),14,31,7-,-214.542,0.826,-,5.35
13,32,45,Al45(j5p),14,31,5-,-214.439,0.929,-,6.24
13,32,45,Al45(j5p),14,31,3-,-214.395,0.973,-,6.92
13,32,45,Al45(j5p),14,31,5-,-213.826,1.542,-,7.52
13,32,45,Al45(j5p),14,31,3-,-213.808,1.560,-,7.38
13,32,45,Al45(j5p),14,31,5-,-213.507,1.861,-,6.55
13,32,45,Al45(j5p),14,31,9-,-213.301,2.067,-,7.51
13,32,45,Al45(j5p),14,31,7-,-213.167,2.201,-,6.95
13,32,45,Al45(j5p),14,31,1-,-213.068,2.300,-,8.30
13,32,45,Al45(j5p),14,31,7-,-212.940,2.428,-,6.76
13,32,45,Al45(j5p),14,31,5-,-212.892,2.476,-,6.97
13,32,45,Al45(j5p),14,31,1-,-212.771,2.597,-,8.18
13,32,45,Al45(j5p),14,31,3-,-212.703,2.665,-,9.48
13,32,45,Al45(j5p),14,31,5-,-212.609,2.759,-,8.22
13,32,45,Al45(j5p),14,31,7-,-212.536,2.832,-,7.13
13,32,45,Al45(j5p),14,31,3-,-212.462,2.906,-,7.55
13,32,45,Al45(j5p),14,31,9-,-212.334,3.034,-,8.13
13,32,45,Al45(j5p),14,31,7-,-212.273,3.095,-,7.50
13,32,45,Al45(j5p),14,31,7-,-212.190,3.178,-,6.09
13,32,45,Al45(j5p),14,31,3-,-212.098,3.270,-,7.32
13,32,45,Al45(j5p),14,31,9-,-212.073,3.295,-,9.54
13,32,45,Al45(j5p),14,31,9-,-211.998,3.370,-,8.48
13,32,45,Al45(j5p),14,31,7-,-211.996,3.372,-,7.66
13,32,45,Al45(j5p),14,31,5-,-211.955,3.413,-,6.93
13,32,45,Al45(j5p),14,31,3-,-211.942,3.426,-,7.02
13,32,45,Al45(j5p),14,31,1-,-211.907,3.461,-,8.55
13,32,45,Al45(j5p),14,31,5-,-211.898,3.470,-,6.89
13,32,45,Al45(j5p),14,31,5-,-211.863,3.505,-,7.14
13,32,45,Al45(j5p),14,31,3-,-211.808,3.560,-,7.25
13,32,45,Al45(j5p),14,31,9-,-211.754,3.614,-,8.31
13,32,45,Al45(j5p),14,31,7-,-211.620,3.748,-,5.91
13,32,45,Al45(j5p),14,31,9-,-211.586,3.782,-,8.55
13,32,45,Al45(j5p),14,31,5-,-211.585,3.783,-,7.28
13,32,45,Al45(j5p),14,31,3-,-211.537,3.831,-,7.83
13,32,45,Al45(j5p),14,31,7-,-211.467,3.901,-,6.64
13,32,45,Al45(j5p),14,31,3-,-211.433,3.935,-,7.93
13,32,45,Al45(j5p),14,31,9-,-211.428,3.940,-,11.73
13,32,45,Al45(j5p),14,31,5-,-211.418,3.950,-,6.66
13,32,45,Al45(j5p),14,31,7-,-211.378,3.990,-,6.44
13,32,45,Al45(j5p),14,31,3-,-211.365,4.003,-,6.88
13,32,45,Al45(j5p),14,31,1-,-211.261,4.107,-,7.22
13,32,45,Al45(j5p),14,31,5-,-211.256,4.112,-,6.66
13,32,45,Al45(j5p),14,31,9-,-211.179,4.189,-,7.12
13,32,45,Al45(j5p),14,31,5-,-211.102,4.266,-,7.31
13,32,45,Al45(j5p),14,31,1-,-211.100,4.268,-,7.89
13,32,45,Al45(j5p),14,31,3-,-211.043,4.325,-,7.58
13,32,45,Al45(j5p),14,31,5-,-211.020,4.348,-,6.50
13,32,45,Al45(j5p),14,31,9-,-211.014,4.354,-,7.56
13,32,45,Al45(j5p),14,31,3-,-210.972,4.396,-,7.27
13,32,45,Al45(j5p),14,31,5-,-210.937,4.431,-,7.47
13,32,45,Al45(j5p),14,31,1-,-210.854,4.514,-,7.44
13,32,45,Al45(j5p),14,31,5-,-210.771,4.597,-,7.42
13,32,45,Al45(j5p),14,31,3-,-210.743,4.625,-,8.13
13,32,45,Al45(j5p),14,31,9-,-210.675,4.693,-,9.30
13,32,45,Al45(j5p),14,31,3-,-210.653,4.715,-,7.43
13,32,45,Al45(j5p),14,31,1-,-210.646,4.722,-,7.83
13,32,45,Al45(j5p),14,31,1-,-210.405,4.963,-,7.23
13,32,45,Al45(j5p),14,31,1-,-210.298,5.070,-,7.85
13,32,45,Al45(j5p),14,31,1-,-210.162,5.206,-,8.61
13,32,45,Al45(j5p),14,31,1-,-209.993,5.375,-,7.93
13,32,45,Al45(j5p),14,31,1-,-209.946,5.422,-,7.82
13,32,45,Al45(j5p),14,31,1-,-209.747,5.621,-,8.67
13,32,45,Al45(j5p),14,31,1-,-209.479,5.889,-,7.39
13,32,45,Al45(j5p),14,31,1-,-209.390,5.978,-,8.19
13,32,45,Al45(j5p),14,31,1-,-209.361,6.007,-,9.26
13,32,45,Al45(j5p),14,31,1-,-209.225,6.143,-,9.04
13,32,45,Al45(j5p),14,31,1-,-209.130,6.238,-,7.89
13,32,45,Al45(j5p),14,31,1-,-209.054,6.314,-,7.88
13,33,46,Al46(j4n),14,32,0+,-217.214,0.000,NaN,6.68
13,33,46,Al46(j4n),14,32,4+,-215.645,1.569,-,6.32
13,33,46,Al46(j4n),14,32,0+,-215.059,2.155,-,6.87
13,33,46,Al46(j4n),14,32,2+,-214.463,2.751,-,5.58
13,33,46,Al46(j4n),14,32,4+,-214.399,2.815,-,6.29
13,33,46,Al46(j4n),14,32,8+,-214.262,2.952,-,9.38
13,33,46,Al46(j4n),14,32,4+,-213.973,3.241,-,6.92
13,33,46,Al46(j4n),14,32,6+,-213.707,3.507,-,5.58
13,33,46,Al46(j4n),14,32,0+,-213.444,3.770,-,9.21
13,33,46,Al46(j4n),14,32,4+,-213.396,3.818,-,6.42
13,33,46,Al46(j4n),14,32,8+,-213.337,3.877,-,7.08
13,33,46,Al46(j4n),14,32,6+,-213.322,3.892,-,5.93
13,33,46,Al46(j4n),14,32,6+,-213.146,4.068,-,7.50
13,33,46,Al46(j4n),14,32,8+,-213.135,4.079,-,7.33
13,33,46,Al46(j4n),14,32,0+,-213.028,4.186,-,8.28
13,33,46,Al46(j4n),14,32,4+,-213.020,4.194,-,6.39
13,33,46,Al46(j4n),14,32,2+,-212.971,4.243,-,6.96
13,33,46,Al46(j4n),14,32,8+,-212.912,4.302,-,9.55
13,33,46,Al46(j4n),14,32,4+,-212.758,4.456,-,6.53
13,33,46,Al46(j4n),14,32,6+,-212.724,4.490,-,6.34
13,33,46,Al46(j4n),14,32,8+,-212.680,4.534,-,7.76
13,33,46,Al46(j4n),14,32,4+,-212.552,4.662,-,7.11
13,33,46,Al46(j4n),14,32,6+,-212.467,4.747,-,6.04
13,33,46,Al46(j4n),14,32,6+,-212.367,4.847,-,7.17
13,33,46,Al46(j4n),14,32,4+,-212.327,4.887,-,6.75
13,33,46,Al46(j4n),14,32,0+,-212.310,4.904,-,7.15
13,33,46,Al46(j4n),14,32,8+,-212.206,5.008,-,8.42
13,33,46,Al46(j4n),14,32,4+,-212.044,5.170,-,6.56
13,33,46,Al46(j4n),14,32,6+,-211.994,5.220,-,6.27
13,33,46,Al46(j4n),14,32,8+,-211.925,5.289,-,9.11
13,33,46,Al46(j4n),14,32,4+,-211.807,5.407,-,6.24
13,33,46,Al46(j4n),14,32,2+,-211.738,5.476,-,7.58
13,33,46,Al46(j4n),14,32,8+,-211.653,5.561,-,8.37
13,33,46,Al46(j4n),14,32,2+,-211.649,5.565,-,6.70
13,33,46,Al46(j4n),14,32,4+,-211.570,5.644,-,8.05
13,33,46,Al46(j4n),14,32,2+,-211.565,5.649,-,6.77
13,33,46,Al46(j4n),14,32,6+,-211.523,5.691,-,6.16
13,33,46,Al46(j4n),14,32,0+,-211.490,5.724,-,8.08
13,33,46,Al46(j4n),14,32,4+,-211.471,5.743,-,6.76
13,33,46,Al46(j4n),14,32,4+,-211.414,5.800,-,6.92
13,33,46,Al46(j4n),14,32,8+,-211.358,5.856,-,8.34
13,33,46,Al46(j4n),14,32,2+,-211.341,5.873,-,6.87
13,33,46,Al46(j4n),14,32,4+,-211.267,5.947,-,7.84
13,33,46,Al46(j4n),14,32,8+,-211.252,5.962,-,9.89
13,33,46,Al46(j4n),14,32,6+,-211.240,5.974,-,7.58
13,33,46,Al46(j4n),14,32,4+,-211.168,6.046,-,6.06
13,33,46,Al46(j4n),14,32,6+,-211.158,6.056,-,6.44
13,33,46,Al46(j4n),14,32,0+,-211.077,6.137,-,9.44
13,33,46,Al46(j4n),14,32,0+,-210.973,6.241,-,7.80
13,33,46,Al46(j4n),14,32,2+,-210.960,6.254,-,7.33
13,33,46,Al46(j4n),14,32,0+,-210.806,6.408,-,8.04
13,33,46,Al46(j4n),14,32,2+,-210.696,6.518,-,7.40
13,33,46,Al46(j4n),14,32,2+,-210.635,6.579,-,6.57
13,33,46,Al46(j4n),14,32,0+,-210.382,6.832,-,8.47
13,33,46,Al46(j4n),14,32,2+,-210.368,6.846,-,6.99
13,33,46,Al46(j4n),14,32,2+,-210.349,6.865,-,6.83
13,33,46,Al46(j4n),14,32,0+,-210.336,6.878,-,7.13
13,33,46,Al46(j4n),14,32,2+,-210.232,6.982,-,7.74
13,33,46,Al46(j4n),14,32,0+,-210.106,7.108,-,7.82
13,33,46,Al46(j4n),14,32,2+,-210.018,7.196,-,7.19
13,33,46,Al46(j4n),14,32,2+,-209.936,7.278,-,8.49
13,33,46,Al46(j4n),14,32,0+,-209.805,7.409,-,8.41
13,33,46,Al46(j4n),14,32,2+,-209.777,7.437,-,7.21
13,33,46,Al46(j4n),14,32,0+,-209.507,7.707,-,8.55
13,33,46,Al46(j4n),14,32,0+,-209.358,7.856,-,9.66
13,33,46,Al46(j4n),14,32,0+,-209.295,7.919,-,8.22
13,33,46,Al46(j4n),14,32,0+,-209.124,8.090,-,8.85
13,33,46,Al46(j4n),14,32,0+,-209.036,8.178,-,8.16
13,33,46,Al46(j4n),14,32,0+,-208.851,8.363,-,8.24
13,33,46,Al46(j4n),14,32,0+,-208.767,8.447,-,9.77
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-215.645,1.569,-,6.11
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-214.463,2.751,-,7.81
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-214.399,2.815,-,5.83
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-214.262,2.952,-,5.51
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-213.973,3.241,-,6.70
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-213.707,3.507,-,7.02
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-213.396,3.818,-,5.96
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-213.337,3.877,-,5.91
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-213.322,3.892,-,7.68
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-213.146,4.068,-,6.79
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-213.135,4.079,-,6.65
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-213.020,4.194,-,6.17
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-212.971,4.243,-,9.48
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-212.912,4.302,-,6.97
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-212.758,4.456,-,6.20
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-212.724,4.490,-,6.25
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-212.680,4.534,-,6.59
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-212.638,4.576,-,8.40
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-212.552,4.662,-,6.76
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-212.467,4.747,-,6.13
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-212.425,4.789,-,9.32
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-212.367,4.847,-,7.13
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-212.327,4.887,-,6.45
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-212.206,5.008,-,7.67
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-212.059,5.155,-,8.49
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-212.044,5.170,-,6.01
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-211.994,5.220,-,6.35
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-211.925,5.289,-,7.61
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.807,5.407,-,6.24
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-211.738,5.476,-,7.65
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-211.653,5.561,-,7.22
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-211.649,5.565,-,7.61
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.570,5.644,-,8.67
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-211.565,5.649,-,7.38
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-211.523,5.691,-,6.79
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.471,5.743,-,6.54
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.414,5.800,-,6.91
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-211.358,5.856,-,6.18
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-211.341,5.873,-,9.12
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-211.289,5.925,-,9.91
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.267,5.947,-,7.64
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,8+,-211.252,5.962,-,6.77
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-211.240,5.974,-,7.24
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,4+,-211.168,6.046,-,6.88
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-211.164,6.050,-,7.45
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,6+,-211.158,6.056,-,6.68
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.960,6.254,-,7.85
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-210.857,6.357,-,7.94
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-210.723,6.491,-,7.34
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.696,6.518,-,9.11
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.635,6.579,-,8.90
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-210.597,6.617,-,10.17
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-210.421,6.793,-,7.12
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,10+,-210.393,6.821,-,7.30
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.368,6.846,-,7.26
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.349,6.865,-,8.37
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.232,6.982,-,7.44
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-210.018,7.196,-,8.00
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-209.936,7.278,-,9.41
13,33,46,Al46(j6nEx.=0.25 MeV),14,32,2+,-209.777,7.437,-,9.49
13,34,47,Al47(j5p),14,33,1-,-216.225,0.000,NaN,6.51
13,34,47,Al47(j5p),14,33,3-,-215.408,0.817,-,5.64
13,34,47,Al47(j5p),14,33,5-,-214.609,1.616,-,6.49
13,34,47,Al47(j5p),14,33,7-,-214.462,1.763,-,5.32
13,34,47,Al47(j5p),14,33,7-,-213.669,2.556,-,7.45
13,34,47,Al47(j5p),14,33,5-,-213.320,2.905,-,6.16
13,34,47,Al47(j5p),14,33,3-,-213.170,3.055,-,5.90
13,34,47,Al47(j5p),14,33,5-,-213.072,3.153,-,6.49
13,34,47,Al47(j5p),14,33,9-,-213.030,3.195,-,9.35
13,34,47,Al47(j5p),14,33,1-,-212.964,3.261,-,7.43
13,34,47,Al47(j5p),14,33,3-,-212.748,3.477,-,7.29
13,34,47,Al47(j5p),14,33,5-,-212.551,3.674,-,6.11
13,34,47,Al47(j5p),14,33,7-,-212.547,3.678,-,6.57
13,34,47,Al47(j5p),14,33,5-,-212.425,3.800,-,6.51
13,34,47,Al47(j5p),14,33,1-,-212.393,3.832,-,7.09
13,34,47,Al47(j5p),14,33,3-,-212.091,4.134,-,7.64
13,34,47,Al47(j5p),14,33,7-,-212.073,4.152,-,6.24
13,34,47,Al47(j5p),14,33,3-,-212.048,4.177,-,5.54
13,34,47,Al47(j5p),14,33,7-,-211.987,4.238,-,7.78
13,34,47,Al47(j5p),14,33,9-,-211.887,4.338,-,7.34
13,34,47,Al47(j5p),14,33,5-,-211.800,4.425,-,7.99
13,34,47,Al47(j5p),14,33,7-,-211.789,4.436,-,7.14
13,34,47,Al47(j5p),14,33,5-,-211.727,4.498,-,6.27
13,34,47,Al47(j5p),14,33,9-,-211.646,4.579,-,10.21
13,34,47,Al47(j5p),14,33,3-,-211.588,4.637,-,6.82
13,34,47,Al47(j5p),14,33,5-,-211.548,4.677,-,6.39
13,34,47,Al47(j5p),14,33,7-,-211.499,4.726,-,6.57
13,34,47,Al47(j5p),14,33,9-,-211.492,4.733,-,9.05
13,34,47,Al47(j5p),14,33,1-,-211.451,4.774,-,7.53
13,34,47,Al47(j5p),14,33,3-,-211.369,4.856,-,6.67
13,34,47,Al47(j5p),14,33,3-,-211.328,4.897,-,6.16
13,34,47,Al47(j5p),14,33,1-,-211.238,4.987,-,7.49
13,34,47,Al47(j5p),14,33,7-,-211.221,5.004,-,6.35
13,34,47,Al47(j5p),14,33,5-,-211.215,5.010,-,5.76
13,34,47,Al47(j5p),14,33,9-,-211.189,5.036,-,8.59
13,34,47,Al47(j5p),14,33,5-,-211.167,5.058,-,7.20
13,34,47,Al47(j5p),14,33,3-,-211.019,5.206,-,6.95
13,34,47,Al47(j5p),14,33,5-,-210.947,5.278,-,6.14
13,34,47,Al47(j5p),14,33,7-,-210.897,5.328,-,5.26
13,34,47,Al47(j5p),14,33,9-,-210.893,5.332,-,8.61
13,34,47,Al47(j5p),14,33,9-,-210.839,5.386,-,6.82
13,34,47,Al47(j5p),14,33,3-,-210.763,5.462,-,8.52
13,34,47,Al47(j5p),14,33,7-,-210.742,5.483,-,6.18
13,34,47,Al47(j5p),14,33,5-,-210.670,5.555,-,6.92
13,34,47,Al47(j5p),14,33,1-,-210.557,5.668,-,7.27
13,34,47,Al47(j5p),14,33,9-,-210.488,5.737,-,7.37
13,34,47,Al47(j5p),14,33,3-,-210.466,5.759,-,7.36
13,34,47,Al47(j5p),14,33,9-,-210.457,5.768,-,8.45
13,34,47,Al47(j5p),14,33,3-,-210.437,5.788,-,6.33
13,34,47,Al47(j5p),14,33,5-,-210.433,5.792,-,6.54
13,34,47,Al47(j5p),14,33,9-,-210.368,5.857,-,7.54
13,34,47,Al47(j5p),14,33,1-,-210.358,5.867,-,9.16
13,34,47,Al47(j5p),14,33,5-,-210.355,5.870,-,6.89
13,34,47,Al47(j5p),14,33,5-,-210.218,6.007,-,6.62
13,34,47,Al47(j5p),14,33,1-,-210.175,6.050,-,7.88
13,34,47,Al47(j5p),14,33,3-,-210.120,6.105,-,7.71
13,34,47,Al47(j5p),14,33,3-,-210.115,6.110,-,6.28
13,34,47,Al47(j5p),14,33,1-,-210.040,6.185,-,7.92
13,34,47,Al47(j5p),14,33,3-,-210.037,6.188,-,6.60
13,34,47,Al47(j5p),14,33,1-,-209.709,6.516,-,7.57
13,34,47,Al47(j5p),14,33,1-,-209.664,6.561,-,8.60
13,34,47,Al47(j5p),14,33,1-,-209.455,6.770,-,9.99
13,34,47,Al47(j5p),14,33,1-,-209.322,6.903,-,8.01
13,34,47,Al47(j5p),14,33,1-,-209.122,7.103,-,8.78
13,34,47,Al47(j5p),14,33,1-,-208.870,7.355,-,8.43
13,34,47,Al47(j5p),14,33,1-,-208.737,7.488,-,8.96
13,34,47,Al47(j5p),14,33,1-,-208.586,7.639,-,7.49
13,34,47,Al47(j5p),14,33,1-,-208.462,7.763,-,8.85
13,34,47,Al47(j5p),14,33,1-,-208.395,7.830,-,7.40
13,34,47,Al47(j5p),14,33,1-,-208.261,7.964,-,9.00
14,21,35,Si35(j7n),15,20,3+,-197.999,2.602,6.88,6.89
14,21,35,Si35(j7n),15,20,5+,-195.603,4.998,9.84,9.85
14,21,35,Si35(j7n),15,20,3+,-192.633,7.968,9.94,9.98
14,21,35,Si35(j7n),15,20,7+,-192.627,7.974,7.79,7.79
14,21,35,Si35(j7n),15,20,5+,-192.571,8.030,9.44,9.45
14,21,35,Si35(j7n),15,20,9+,-192.070,8.531,9.78,9.80
14,21,35,Si35(j7n),15,20,5+,-191.798,8.803,9.47,9.48
14,21,35,Si35(j7n),15,20,7+,-191.383,9.218,8.32,8.31
14,21,35,Si35(j7n),15,20,5+,-190.002,10.599,-,-
14,21,35,Si35(j7n),15,20,3+,-189.853,10.748,-,-
14,21,35,Si35(j7n),15,20,9+,-189.850,10.751,-,-
14,21,35,Si35(j7n),15,20,7+,-189.416,11.185,-,-
14,21,35,Si35(j7n),15,20,3+,-188.993,11.608,-,-
14,21,35,Si35(j7n),15,20,7+,-187.893,12.708,-,-
14,21,35,Si35(j7n),15,20,5+,-187.845,12.756,-,-
14,21,35,Si35(j7n),15,20,11+,-187.673,12.928,-,-
14,21,35,Si35(j7n),15,20,5+,-187.613,12.987,-,-
14,21,35,Si35(j7n),15,20,3+,-187.498,13.103,-,-
14,21,35,Si35(j7n),15,20,9+,-187.261,13.340,-,-
14,21,35,Si35(j7n),15,20,7+,-186.499,14.103,-,-
14,21,35,Si35(j7n),15,20,3+,-186.305,14.296,-,-
14,21,35,Si35(j7n),15,20,3+,-186.178,14.423,-,-
14,21,35,Si35(j7n),15,20,5+,-185.793,14.808,-,-
14,21,35,Si35(j7n),15,20,5+,-185.645,14.956,-,-
14,21,35,Si35(j7n),15,20,7+,-185.302,15.299,-,-
14,21,35,Si35(j7n),15,20,11+,-184.766,15.835,-,-
14,21,35,Si35(j7n),15,20,9+,-184.690,15.911,-,-
14,21,35,Si35(j7n),15,20,3+,-184.650,15.951,-,-
14,21,35,Si35(j7n),15,20,5+,-184.620,15.981,-,-
14,21,35,Si35(j7n),15,20,5+,-184.394,16.207,-,-
14,21,35,Si35(j7n),15,20,7+,-184.392,16.209,-,-
14,21,35,Si35(j7n),15,20,3+,-184.155,16.446,-,-
14,21,35,Si35(j7n),15,20,9+,-183.794,16.807,-,-
14,21,35,Si35(j7n),15,20,7+,-183.540,17.061,-,-
14,21,35,Si35(j7n),15,20,9+,-183.423,17.178,-,-
14,21,35,Si35(j7n),15,20,3+,-183.063,17.538,-,-
14,21,35,Si35(j7n),15,20,11+,-182.961,17.640,-,-
14,21,35,Si35(j7n),15,20,7+,-182.922,17.679,-,-
14,21,35,Si35(j7n),15,20,7+,-182.339,18.262,-,-
14,21,35,Si35(j7n),15,20,9+,-181.565,19.036,-,-
14,21,35,Si35(j7n),15,20,11+,-181.524,19.077,-,-
14,21,35,Si35(j7n),15,20,9+,-181.108,19.493,-,-
14,21,35,Si35(j7n),15,20,9+,-180.756,19.845,-,-
14,21,35,Si35(j7n),15,20,9+,-180.016,20.585,-,-
14,21,35,Si35(j7n),15,20,11+,-178.696,21.905,-,-
14,21,35,Si35(j7n),15,20,11+,-176.995,23.606,-,-
14,21,35,Si35(j7n),15,20,11+,-174.833,25.768,-,-
14,21,35,Si35(j7n),15,20,11+,-173.008,27.593,-,-
14,22,36,Si36(j0p),15,21,4-,-204.219,0.421,7.09,7.09
