ExpQ:  hl(GT-only)   1.2880e-01     128.796 ms  h1/2[sec]   1.2612e-01     126.121 ms  Pn_GT     6.37 Pn_tot     6.24
ThoQ:  hl(GT-only)   1.2070e-01     120.698 ms  h1/2[sec]   1.1821e-01     118.214 ms  Pn_GT     6.62 Pn_tot     6.48
Si38(j0p)=>P38 qval_exp 10.451265600000001 qval_tho 10.827974270140446
ExpQ:  hl(GT-only)   9.1605e-02      91.605 ms  h1/2[sec]   9.0235e-02      90.235 ms  Pn_GT    18.78 Pn_tot    18.54
ThoQ:  hl(GT-only)   7.3260e-02      73.260 ms  h1/2[sec]   7.2158e-02      72.158 ms  Pn_GT    20.27 Pn_tot    20.02
Si39(j3n,Ex.=0.10 MeV)=>P39 qval_exp 15.0949874 qval_tho 15.499644073973899
ExpQ:  hl(GT-only)   4.5973e-02      45.973 ms  h1/2[sec]   4.1579e-02      41.579 ms  Pn_GT    34.18 Pn_tot    30.92
ThoQ:  hl(GT-only)   3.7218e-02      37.218 ms  h1/2[sec]   3.3873e-02      33.873 ms  Pn_GT    35.88 Pn_tot    32.66
Si39(j5n)=>P39 qval_exp 15.0949874 qval_tho 15.401644073973886
ExpQ:  hl(GT-only)   3.7686e-02      37.686 ms  h1/2[sec]   3.6430e-02      36.430 ms  Pn_GT    21.04 Pn_tot    20.33
ThoQ:  hl(GT-only)   3.2466e-02      32.466 ms  h1/2[sec]   3.1394e-02      31.394 ms  Pn_GT    22.10 Pn_tot    21.37
Si39(j7n,Ex.=0.04 MeV)=>P39 qval_exp 15.0949874 qval_tho 15.445644073973897
ExpQ:  hl(GT-only)   4.5225e-02      45.225 ms  h1/2[sec]   4.3990e-02      43.990 ms  Pn_GT    23.89 Pn_tot    23.24
ThoQ:  hl(GT-only)   3.7906e-02      37.906 ms  h1/2[sec]   3.6879e-02      36.879 ms  Pn_GT    25.20 Pn_tot    24.52
Si40(j0p)=>P40 qval_exp 13.8060653 qval_tho 13.847059822810325
ExpQ:  hl(GT-only)   2.5409e-02      25.409 ms  h1/2[sec]   2.4413e-02      24.413 ms  Pn_GT    31.40 Pn_tot    30.62
ThoQ:  hl(GT-only)   2.4923e-02      24.923 ms  h1/2[sec]   2.3947e-02      23.947 ms  Pn_GT    31.57 Pn_tot    30.78
Si41(j3n)=>P41 qval_exp# 18.18 qval_tho 17.585881402956474
ExpQ:  hl(GT-only)   1.1480e-02      11.480 ms  h1/2[sec]   1.0922e-02      10.922 ms  Pn_GT    59.65 Pn_tot    56.77
ThoQ:  hl(GT-only)   1.4789e-02      14.789 ms  h1/2[sec]   1.4040e-02      14.040 ms  Pn_GT    58.05 Pn_tot    55.14
Si42(j0p)=>P42 qval_exp# 15.748 qval_tho 15.302669214657316
